volume,united_states_savings_inflation_securities,total_interest-bearing_debt,foreign_series,total_marketable,treasury_bills,government_account_series_inflation_securities,weighted_sentiment,special_purpose_vehicle,treasury_floating_rate_notes_(frn),treasury_bonds,treasury_inflation-protected_securities_(tips),price_direction
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,High,Low,VeryLow,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryHigh,Low,VeryLow,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,High,Low,VeryLow,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryHigh,Low,Low,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,High,Low,Low,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Low,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Low,Low,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,High,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryHigh,Low,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryHigh,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,High,Low,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Low,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,High,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,High,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryHigh,Low,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,High,Low,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Low,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Low,Low,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Low,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryHigh,Low,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Low,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Down
VeryLow,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryHigh,Medium,Medium,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Down
VeryLow,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryHigh,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,High,Medium,Medium,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,1,VeryLow,VeryLow,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,High,Medium,Low,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,High,Medium,Low,VeryLow,VeryLow,Down
VeryLow,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,Low,Medium,Low,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,Low,Medium,Low,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,High,Medium,Low,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,High,Medium,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,Low,Medium,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,Low,Medium,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,Low,Medium,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,Low,Medium,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,High,Medium,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,Medium,Medium,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,High,Medium,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,VeryHigh,Medium,Low,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,Low,Medium,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,Medium,Medium,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,Medium,Medium,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,Medium,Medium,Low,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,Medium,Medium,Low,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,VeryLow,Medium,Low,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,High,Medium,Low,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,VeryHigh,Medium,Low,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,1,VeryLow,Low,VeryLow,Low,Medium,Low,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Down
VeryLow,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,Medium,Medium,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryHigh,Medium,Medium,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,Medium,Medium,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,Medium,Medium,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Down
VeryLow,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
VeryLow,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
VeryLow,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryHigh,Medium,Medium,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,Medium,Medium,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,Medium,Medium,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Up
VeryLow,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryHigh,Medium,Medium,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,Medium,Medium,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryHigh,Medium,Medium,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,Medium,Medium,VeryLow,VeryLow,Up
VeryLow,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,Medium,Medium,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,Medium,Medium,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryHigh,Medium,Medium,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,VeryHigh,High,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,VeryHigh,High,VeryLow,VeryLow,Up
VeryLow,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,VeryHigh,High,VeryLow,VeryLow,Down
VeryLow,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryHigh,VeryHigh,High,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,VeryHigh,High,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,VeryHigh,High,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,VeryHigh,High,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,VeryHigh,High,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,VeryHigh,High,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,VeryHigh,High,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,VeryHigh,High,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryHigh,VeryHigh,High,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,VeryHigh,High,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,VeryHigh,High,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,VeryHigh,High,VeryLow,VeryLow,Up
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,VeryHigh,High,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,VeryHigh,High,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryHigh,VeryHigh,High,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,VeryHigh,High,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,VeryHigh,High,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,VeryHigh,High,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,VeryHigh,High,VeryLow,VeryLow,Down
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,VeryHigh,High,VeryLow,VeryLow,Up
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Medium,VeryHigh,High,VeryLow,VeryLow,Down
Low,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,VeryHigh,High,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,High,VeryHigh,High,VeryLow,VeryLow,Down
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,VeryHigh,High,VeryLow,VeryLow,Up
Medium,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryHigh,VeryHigh,High,VeryLow,VeryLow,Down
High,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,Low,VeryHigh,High,VeryLow,VeryLow,Up
VeryHigh,VeryHigh,VeryLow,0,VeryLow,Medium,VeryLow,VeryLow,VeryHigh,High,VeryLow,VeryLow,Up
VeryLow,High,VeryLow,0,VeryLow,Medium,VeryLow,High,High,High,VeryLow,VeryLow,Up
VeryLow,High,VeryLow,0,VeryLow,Medium,VeryLow,Low,High,High,VeryLow,VeryLow,Up
Medium,High,VeryLow,0,VeryLow,Medium,VeryLow,High,High,High,VeryLow,VeryLow,Up
Low,High,VeryLow,0,VeryLow,Medium,VeryLow,Low,High,High,VeryLow,VeryLow,Down
Medium,High,VeryLow,0,VeryLow,Medium,VeryLow,High,High,High,VeryLow,VeryLow,Down
High,High,VeryLow,0,VeryLow,Medium,VeryLow,Medium,High,High,VeryLow,VeryLow,Down
Medium,High,VeryLow,0,VeryLow,Medium,VeryLow,Medium,High,High,VeryLow,VeryLow,Up
VeryLow,High,VeryLow,0,VeryLow,Medium,VeryLow,Low,High,High,VeryLow,VeryLow,Down
